round,team_id,orders,sessions,conversion_rate,aov_net,revenue_net,gross_margin_pct,contribution_margin_pct,cac_blended,repeat_order_share,active_customers,ltv_cac_ratio,rating,nps,service_level,instock_rate,delivery_success,rto_rate,return_rate,cash_balance,runway_rounds,market_share,binding_constraint
5,team_01,3652.726523880852,207183.97174477475,0.017630352836273275,3174.8625302026044,9164041.907195104,0.4213114235704236,0.10634086588875619,685.6020337481967,0.3141642281004642,20387.16447954648,2.1032889486851736,4.116189125222608,83.64514325934952,1.0,1.0,0.9559,0.1476,0.08318923358102699,1134401.8497027485,2.7902280869719336,0.17281209367619169,under_marketing
5,team_02,6782.017622089525,212218.54895590455,0.03195770424148322,2012.136366239999,10724485.069371788,0.08566279091703767,-0.27328983857346995,292.44611608879944,0.09341387264230104,23109.41391840353,0.1702891227047016,3.9070965050571065,55.293918532032066,1.0,1.0,0.9559,0.1476,0.08488083150794008,0.0,0.0,0.20223835041414098,under_marketing
5,team_03,3245.265882190398,174220.3632285826,0.018627362623119474,2959.024067999999,7706172.376023436,0.3814611959395653,0.0141606642319303,777.353991076182,0.28351155748366474,18117.707762206584,1.46860505715963,4.431235304520194,96.87708278984815,1.0,1.0,0.9559,0.1476,0.07171573111856415,2851597.0232408596,1.2343939142281786,0.14532013231897697,under_marketing
5,team_04,3336.4178692833398,186158.221316948,0.017922484678250358,2959.024067999999,7396739.591757461,0.3706573248228117,0.002625231088305264,791.5161356782846,0.37518095147041,19590.251695741415,1.2307787105235894,4.1365987839343346,84.50234892524205,1.0,1.0,0.9559,0.1476,0.13039595283053712,4252134.579627931,99.0,0.13948496396830937,under_marketing
5,team_05,5133.436072383855,302089.113083884,0.01699311842118059,2959.024067999999,11955734.916596279,0.37848615425591026,0.022565578139804716,679.2258553467211,0.24629222821339958,25913.235947781413,1.607598843419499,4.043522464696321,74.19327646984658,1.0,1.0,0.9559,0.1476,0.08488083150794008,2171534.7924015,1.3001504802688735,0.22545680206376692,under_marketing
5,team_06,2612.035214730033,144925.18095490691,0.01802333588627887,2959.024067999999,6081764.75238189,0.37844421949565943,0.13565685640448302,365.10983230175964,0.3200023306221598,16039.39576957522,3.012772259736488,4.08445892449512,82.31247482879505,1.0,1.0,0.9559,0.1476,0.08488083150794008,8284776.659968608,99.0,0.11468765755861399,under_marketing
6,team_01,3695.1222312663017,206010.04160131927,0.017936612227948012,3166.1557527599994,9274905.742300982,0.4201853761309156,0.10768423700503295,701.557096982365,0.3374516795241083,21958.621943968694,2.047848880233409,4.122423931014019,83.90700510258881,1.0,1.0,0.9559,0.1476,0.08318923358102699,0.0,0.0,0.17404937024475153,under_marketing
6,team_02,6623.822788018628,208520.4095539903,0.03176582475637034,2012.136366239999,10511372.922226194,0.08646696902462708,-0.27497630507706905,299.3997803477132,0.09332078756792027,23168.797940310214,0.16500525504551591,3.8811444793270637,52.90514894572257,1.0,1.0,0.9559,0.1476,0.08488083150794008,-919784.453253448,-0.09007234699263364,0.1972524452919484,under_marketing
6,team_03,3256.1554674348745,170318.0882944119,0.01911808369881585,2959.024067999999,7729469.691653378,0.38141084735487407,0.014760389021527752,798.6709389487276,0.30496721423826884,19387.931390037636,1.4294621605357143,4.456564196840958,97.94089626732023,1.0,1.0,0.9559,0.1476,0.07171573111856415,1026908.5559466407,0.5627856888192073,0.14504830232640303,under_marketing
6,team_04,3377.644086153052,185129.16142177198,0.018244797633247566,2959.024067999999,7514457.176292622,0.3712274280427085,0.007334088915037028,815.5598367921116,0.4010028478637373,21034.42780453185,1.205863980880301,4.144070563271482,84.81616365740226,1.0,1.0,0.9559,0.1476,0.13039595283053712,2095473.4543437194,0.9716285186285681,0.1410134588538056,under_marketing
